#1   RA 
#2   DEC	
#3   Cluster 
#4   CLASH_ID 
#5   area 
#6   redshift 
#7   f225w_mag 
#8   f225w_magerr 
#9   f275w_mag	
#10  f275w_magerr 
#11  f336w_mag 
#12  f336w_magerr 
#13  f390w_mag 
#14  f390w_magerr 
#15  f435w_mag 
#16  f435w_magerr 
#17  f475w_mag	
#18  f475w_magerr 
#19  f606w_mag 
#20  f606w_magerr 
#21  f625w_mag 
#22  f625w_magerr 
#23  f775w_mag 
#24  f775w_magerr 
#25  f814w_mag 
#26  f814w_magerr 
#27  f850lp_mag 
#28  f850lp_magerr 
#29  f105w_mag 
#30  f105w_magerr 
#31  f110w_mag 
#32  f110w_magerr 
#33  f125w_mag 
#34  f125w_magerr 
#35  f140w_mag 
#36  f140_magerr 
#37  f160w_mag 
#38  f160w_magerr
22.9720382 	 -13.6082099 	 a209 	 774 	 651 	 0.661 	 24.3318 	 0.1478 	 24.3312 	 0.1371 	 23.3916 	 0.0573 	 23.181 	 0.026 	 23.2969 	 0.0374 	 23.0966 	 0.0202 	 22.7148 	 0.0123 	 22.538 	 0.0157 	 22.2727 	 0.014 	 22.1981 	 0.0084 	 21.9373 	 0.0147 	 21.9125 	 0.0069 	 21.7974 	 0.0054 	 21.7694 	 0.0069 	 21.6926 	 0.0059 	 21.6277 	 0.0051 	
22.9722795 	 -13.6073779 	 a209 	 1163 	 313 	 0.871 	 24.9098 	 0.1805 	 24.6174 	 0.1262 	 23.8528 	 0.0575 	 24.298 	 0.0481 	 24.5001 	 0.0785 	 24.105 	 0.0343 	 23.9849 	 0.0272 	 23.9158 	 0.0404 	 23.534 	 0.0304 	 23.4627 	 0.0165 	 23.4057 	 0.0327 	 23.2401 	 0.0156 	 23.1552 	 0.0124 	 23.0694 	 0.015 	 23.0661 	 0.0136 	 23.2302 	 0.0147 	
22.9704507 	 -13.6169143 	 a209 	 1312 	 1757 	 0.495 	 22.7327 	 0.0651 	 23.0664 	 0.0822 	 22.6412 	 0.064 	 22.5941 	 0.0284 	 -99.0 	 0.0 	 22.4931 	 0.0195 	 21.9567 	 0.011 	 21.7246 	 0.0177 	 21.4341 	 0.0122 	 21.4102 	 0.0066 	 21.3734 	 0.0132 	 21.2595 	 0.0066 	 21.2946 	 0.0058 	 21.2496 	 0.0073 	 21.2322 	 0.0064 	 21.1621 	 0.0058 	
22.9818328 	 -13.6211242 	 a209 	 1588 	 42 	 0.683 	 24.1204 	 0.0395 	 23.9919 	 0.028 	 23.6102 	 0.0171 	 23.6661 	 0.012 	 23.6918 	 0.0129 	 23.6937 	 0.0086 	 23.6436 	 0.0076 	 23.5938 	 0.0103 	 23.2124 	 0.0089 	 23.1852 	 0.0053 	 23.197 	 0.0107 	 23.2765 	 0.0083 	 23.2476 	 0.0076 	 23.1674 	 0.009 	 23.1705 	 0.0086 	 23.191 	 0.0067 	
22.9816119 	 -13.6211155 	 a209 	 1669 	 1030 	 0.796 	 21.979 	 0.0246 	 21.9423 	 0.0236 	 21.8047 	 0.0176 	 21.7919 	 0.0129 	 21.7732 	 0.0102 	 21.7741 	 0.0076 	 21.6005 	 0.0055 	 21.4672 	 0.0076 	 21.2009 	 0.007 	 21.1178 	 0.0038 	 20.9495 	 0.0069 	 21.0399 	 0.0044 	 20.888 	 0.0034 	 20.8317 	 0.0042 	 20.8329 	 0.0038 	 20.9415 	 0.0037 	
22.9796762 	 -13.6233252 	 a209 	 1671 	 1542 	 0.443 	 22.1943 	 0.0387 	 22.0056 	 0.0318 	 22.0209 	 0.0272 	 21.9446 	 0.0369 	 21.9231 	 0.0147 	 21.8102 	 0.0099 	 21.2709 	 0.0085 	 21.0833 	 0.0068 	 20.8963 	 0.0068 	 20.8851 	 0.004 	 20.7859 	 0.0076 	 20.7467 	 0.0042 	 20.7369 	 0.0036 	 20.7451 	 0.0048 	 20.6738 	 0.0041 	 20.6259 	 0.0035 	
22.9617579 	 -13.6240784 	 a209 	 1708 	 738 	 0.817 	 24.031 	 0.1427 	 25.2244 	 0.3545 	 24.3667 	 0.1672 	 24.1764 	 0.0838 	 24.1826 	 0.0739 	 24.3904 	 0.0692 	 23.962 	 0.0393 	 23.8291 	 0.0533 	 23.175 	 0.0356 	 23.3048 	 0.0238 	 22.9035 	 0.0345 	 22.8985 	 0.0192 	 22.8656 	 0.0159 	 22.776 	 0.0189 	 22.8096 	 0.0172 	 22.7868 	 0.0168 	
22.977817 	 -13.631259 	 a209 	 1905 	 883 	 0.745 	 25.6217 	 0.5244 	 -99.0 	 0.0 	 -99.0 	 0.0 	 26.585 	 0.9502 	 25.7501 	 0.3136 	 25.9151 	 0.283 	 24.2968 	 0.0569 	 23.8969 	 0.0619 	 22.7654 	 0.0262 	 22.6377 	 0.0134 	 22.2761 	 0.021 	 21.9312 	 0.0125 	 21.8051 	 0.0067 	 -99.0 	 0.0 	 -99.0 	 0.0 	 21.4067 	 0.0063 	
42.0155451 	 -3.5083252 	 a383 	 58 	 1137 	 0.295 	 23.5895 	 0.1201 	 23.2484 	 0.0843 	 23.2169 	 0.0718 	 22.8952 	 0.0382 	 22.8024 	 0.0219 	 22.3059 	 0.0119 	 21.7319 	 0.0058 	 21.6036 	 0.0074 	 21.4852 	 0.0079 	 21.4256 	 0.0044 	 21.277 	 0.0079 	 21.2887 	 0.0081 	 -99.0 	 0.0 	 21.1687 	 0.0055 	 21.1209 	 0.0063 	 21.0841 	 0.0064 	
42.0073316 	 -3.5091348 	 a383 	 81 	 910 	 0.293 	 24.271 	 0.2006 	 24.4285 	 0.2092 	 24.059 	 0.123 	 23.9335 	 0.0618 	 23.6667 	 0.0446 	 23.2154 	 0.0248 	 22.618 	 0.0117 	 22.462 	 0.0144 	 22.2521 	 0.0144 	 22.2225 	 0.0082 	 22.2362 	 0.0172 	 22.0675 	 0.0293 	 -99.0 	 0.0 	 22.0742 	 0.0157 	 -99.0 	 0.0 	 21.9279 	 0.0135 	
